High,Low,Last,Change,Volume,Open Int,IV,Last Trade,Strike,High,Low,Last,Change,Volume,Open Int,IV,Last Trade
0,0,358.95,unch,0,10,18.82%,12/19/2023,"4,420.00",4.8,4.8,4.8,1.9,2,142,18.37%,06:21 ET
369.82,369.82,369.82,unch,1,18,18.50%,12/18/2023,"4,425.00",4.9,4.9,4.9,-1.49,3,275,18.22%,09:47 ET
0,0,307.73,unch,0,1,18.41%,12/15/2023,"4,430.00",5.1,5.1,5.1,unch,2,179,18.11%,06:21 ET
0,0,347.92,unch,0,1,18.61%,12/19/2023,"4,435.00",5.4,5.4,5.4,2.25,24,209,18.00%,08:15 ET
0,0,196.2,unch,0,22,18.36%,12/8/2023,"4,440.00",0,0,3.7,unch,0,154,17.84%,12/19/2023
0,0,0,unch,0,0,18.29%,N/A,"4,445.00",6.07,6.07,6.07,unch,25,58,17.69%,12/19/2023
0,0,294.92,unch,0,30,18.07%,12/15/2023,"4,450.00",5.64,5.64,5.64,-1.16,2,"2,289",17.56%,09:42 ET
0,0,224.64,unch,0,1,17.82%,12/13/2023,"4,455.00",6.63,3.6,6.45,unch,10,174,17.43%,12/19/2023
0,0,322.77,unch,0,33,17.67%,12/19/2023,"4,460.00",5.8,5.8,5.8,1.9,10,614,17.27%,09:36 ET
0,0,152.81,unch,0,1,17.42%,12/6/2023,"4,465.00",6.3,6.3,6.3,-0.78,24,264,17.16%,08:14 ET
0,0,142.11,unch,0,17,17.33%,11/29/2023,"4,470.00",0,0,4.3,unch,0,243,16.99%,12/19/2023
317.24,317.24,317.24,unch,1,288,17.42%,12/13/2023,"4,475.00",6.3,6.3,6.3,2.3,23,365,16.88%,09:36 ET
0,0,279.99,unch,0,76,17.29%,12/18/2023,"4,480.00",4.9,3.7,4.9,unch,38,406,16.77%,12/19/2023
0,0,266.61,unch,0,24,17.12%,12/14/2023,"4,485.00",6.68,6.68,6.68,2.7,1,43,16.62%,09:44 ET
0,0,293.45,unch,0,238,16.80%,12/19/2023,"4,490.00",5.3,5.3,5.3,unch,39,182,16.50%,12/19/2023
0,0,248.1,unch,0,36,16.66%,12/14/2023,"4,495.00",4.15,4.15,4.15,unch,1,168,16.37%,12/19/2023
292.91,226.8,226.8,unch,8,86,16.74%,12/19/2023,"4,500.00",7.3,7.3,7.3,-0.17,3,"1,455",16.24%,09:47 ET
0,0,274.44,unch,0,40,16.55%,12/19/2023,"4,505.00",7.5,7.5,7.5,unch,23,228,16.10%,09:36 ET
0,0,240.64,unch,0,27,16.24%,12/14/2023,"4,510.00",5.62,4.6,5.62,unch,5,217,15.99%,12/19/2023
0,0,140.5,unch,0,22,16.19%,12/11/2023,"4,515.00",6,6,6,unch,31,50,15.84%,12/19/2023
230.27,230.27,230.27,unch,6,110,16.05%,12/15/2023,"4,520.00",8.35,8.35,8.35,-2.43,1,186,15.74%,09:46 ET
234.9,234.9,234.9,unch,1,403,16.08%,09:32 ET,"4,525.00",8.79,8.5,8.79,0.39,26,"4,392",15.61%,09:42 ET
0,0,253.26,unch,0,84,15.74%,12/19/2023,"4,530.00",8.95,8.95,8.95,-3.34,1,304,15.48%,09:46 ET
0,0,206.17,unch,0,24,15.80%,12/14/2023,"4,535.00",9.18,8.8,9.18,-2.67,24,223,15.37%,09:44 ET
183.1,183.1,183.1,unch,1,48,15.69%,12/19/2023,"4,540.00",9.1,9.1,9.1,-3.83,23,246,15.24%,09:36 ET
0,0,192.66,unch,0,20,15.43%,12/13/2023,"4,545.00",10.4,5.5,10.4,unch,93,274,15.12%,12/19/2023
212.92,212.92,212.92,-23.75,1,315,14.28%,09:32 ET,"4,550.00",12.98,9.75,9.75,-4.23,86,"2,251",15.01%,09:39 ET
0,0,199.2,unch,0,74,15.14%,12/14/2023,"4,555.00",13.55,13.55,13.55,unch,1,225,14.87%,12/18/2023
227.27,227.27,227.27,unch,2,82,15.03%,12/19/2023,"4,560.00",11.67,11.67,11.67,-0.93,5,280,14.77%,07:03 ET
0,0,126.3,unch,0,49,14.89%,12/13/2023,"4,565.00",0,0,8.2,unch,0,277,14.64%,12/19/2023
193.73,193.73,193.73,35.5,1,118,13.58%,09:33 ET,"4,570.00",11.6,11.6,11.6,-4.34,10,394,14.55%,09:36 ET
153.88,153.88,153.88,unch,1,159,14.82%,12/18/2023,"4,575.00",11.44,11.44,11.44,-4.86,2,231,14.43%,09:33 ET
0,0,163.71,unch,0,111,14.47%,12/13/2023,"4,580.00",12.65,12.65,12.65,-2.65,3,279,14.32%,09:46 ET
0,0,94.3,unch,0,63,14.46%,12/11/2023,"4,585.00",13.9,12.82,12.82,-0.28,6,206,14.20%,09:38 ET
0,0,185.06,unch,0,75,14.45%,12/18/2023,"4,590.00",13.63,13.6,13.63,-3.18,4,141,14.08%,09:46 ET
0,0,164.38,unch,0,47,14.35%,12/14/2023,"4,595.00",18.82,7.8,18.82,unch,312,526,13.97%,12/19/2023
166.53,166.53,166.53,35.58,1,326,13.02%,09:33 ET,"4,600.00",18.83,13.6,14.3,-5.27,92,"1,166",13.87%,09:38 ET
0,0,163.23,unch,0,105,14.05%,12/18/2023,"4,605.00",17.46,8.71,17.46,unch,5,178,13.76%,12/19/2023
0,0,178.98,unch,0,124,14.02%,12/19/2023,"4,610.00",20.61,8.93,20.61,unch,27,203,13.65%,12/19/2023
149.14,149.14,149.14,unch,1,151,13.82%,12/19/2023,"4,615.00",16.55,16.55,16.55,-4.85,5,331,13.54%,09:46 ET
0,0,170.15,unch,0,158,13.69%,12/19/2023,"4,620.00",18.4,15.95,16.78,-2.71,6,"1,206",13.45%,09:38 ET
172.44,129.01,129.01,unch,3,470,13.68%,12/19/2023,"4,625.00",23.85,10.05,23.85,unch,495,"2,493",13.34%,12/19/2023
0,0,160.69,unch,0,132,13.45%,12/19/2023,"4,630.00",19.2,17.73,18.24,-2.99,6,770,13.24%,09:38 ET
0,0,74.3,unch,0,122,13.39%,12/13/2023,"4,635.00",22.85,11.12,22.85,unch,18,373,13.15%,12/19/2023
117,117,117,unch,1,189,13.30%,12/18/2023,"4,640.00",20.3,20.3,20.3,-3.43,5,219,13.04%,09:46 ET
0,0,114.71,unch,0,110,13.18%,12/15/2023,"4,645.00",29.97,12.2,29.97,unch,70,410,12.95%,12/19/2023
154.37,91.7,94.1,unch,17,"2,957",13.08%,12/19/2023,"4,650.00",27.6,20.93,20.93,-10.17,3,"3,600",12.80%,09:33 ET
0,0,139.35,unch,0,173,13.00%,12/19/2023,"4,655.00",21.93,21.75,21.93,-10.67,11,144,12.72%,09:35 ET
0,0,121.32,unch,0,199,12.91%,12/18/2023,"4,660.00",30.02,13.8,27.83,unch,170,206,12.66%,12/19/2023
140.44,140.44,140.44,unch,1,114,12.81%,12/14/2023,"4,665.00",32.72,14.58,32.72,unch,258,292,12.56%,12/19/2023
137.35,93.8,93.8,unch,10,154,12.73%,12/19/2023,"4,670.00",26.1,24.76,24.97,-11.79,6,497,12.45%,09:39 ET
103.94,103.3,103.3,16.85,7,"1,610",12.65%,09:32 ET,"4,675.00",26.06,25.34,26.06,-12.35,54,768,12.35%,09:35 ET
121.18,74.26,74.7,unch,18,210,12.59%,12/19/2023,"4,680.00",27.24,26.44,27.24,-11.61,33,709,12.27%,09:35 ET
117.09,71.03,71.4,unch,15,195,12.47%,12/18/2023,"4,685.00",30.26,30.26,30.26,-9.85,1,216,12.19%,09:30 ET
91.83,91.83,91.83,-21.13,1,98,12.30%,09:34 ET,"4,690.00",34.13,29.38,29.61,-14.32,22,510,12.11%,09:40 ET
109.16,74.2,74.3,unch,13,194,12.21%,12/18/2023,"4,695.00",41.56,32.68,32.68,-10.92,2,597,12.02%,09:30 ET
85.72,77.2,85.72,24.05,43,660,12.15%,09:31 ET,"4,700.00",34.71,32.22,32.22,-14.98,7,984,11.93%,09:33 ET
81.01,81.01,81.01,19.25,1,225,12.07%,09:30 ET,"4,705.00",36.16,35.73,35.73,-12.24,2,178,11.86%,09:30 ET
104,58.8,58.8,unch,9,252,12.00%,12/19/2023,"4,710.00",36.7,35.79,35.79,-14.01,2,500,11.77%,09:38 ET
99.96,99.34,99.34,unch,2,83,11.92%,12/19/2023,"4,715.00",51.93,23.78,51.72,unch,147,384,11.69%,12/19/2023
96.7,49.6,49.6,unch,22,168,11.86%,12/19/2023,"4,720.00",40.53,38.89,40.53,-7.67,6,372,11.61%,09:38 ET
68.87,67.88,67.88,21.36,16,580,11.79%,09:34 ET,"4,725.00",42.18,41.28,41.28,-17.6,14,730,11.52%,09:38 ET
56.61,56.61,56.61,12.34,5,364,11.72%,07:15 ET,"4,730.00",44.2,44.2,44.2,-12.55,7,207,11.45%,09:36 ET
86.9,53.6,53.6,unch,17,53,11.67%,12/19/2023,"4,735.00",47.43,45.8,45.8,-13.35,16,340,11.38%,09:38 ET
58.7,58.7,58.7,4.92,7,340,11.61%,09:36 ET,"4,740.00",53.02,45.99,45.99,-20.68,42,371,11.26%,09:40 ET
78.3,37.1,37.1,unch,28,178,11.55%,12/19/2023,"4,745.00",62.2,31.79,58.9,unch,31,245,11.23%,12/19/2023
55.8,53.1,54.7,19.7,74,"1,274",11.50%,09:47 ET,"4,750.00",50.32,50.22,50.22,-20.81,7,379,11.17%,09:31 ET
52.2,52.2,52.2,9.59,10,478,11.45%,09:48 ET,"4,755.00",54.9,54.7,54.7,-20.3,9,138,11.09%,09:43 ET
49.7,48.25,49.7,16.12,9,462,11.40%,09:45 ET,"4,760.00",56.5,56.5,56.5,-21.55,8,174,11.01%,09:34 ET
64.29,31.58,31.58,unch,210,332,11.36%,12/19/2023,"4,765.00",59.6,57.8,59.6,-5.5,9,133,10.95%,09:45 ET
60.93,28.22,28.22,unch,99,"1,019",11.31%,12/19/2023,"4,770.00",66.8,62.1,62.4,-18,17,155,10.88%,09:36 ET
62.05,27.44,27.57,unch,137,"1,094",11.27%,12/19/2023,"4,775.00",64.8,62.01,64.8,-25.07,6,259,10.76%,09:48 ET
38.8,33.83,38.8,14.76,78,976,11.24%,09:36 ET,"4,780.00",78.62,44.15,78.62,unch,30,93,10.74%,12/19/2023
36.7,36.7,36.7,14.14,40,292,11.21%,09:36 ET,"4,785.00",77.51,67.62,67.62,-27.04,19,120,10.70%,09:40 ET
52.34,21.13,21.13,unch,338,526,11.17%,12/19/2023,"4,790.00",0,0,55.05,unch,0,156,10.59%,12/19/2023
32.64,32.64,32.64,8.22,1,81,11.14%,09:42 ET,"4,795.00",97.35,60.7,97.35,unch,5,67,10.52%,12/19/2023
32.3,26.84,32.2,12.2,92,"3,943",11.10%,09:46 ET,"4,800.00",73.2,73.2,73.2,-31.85,2,"2,480",10.43%,08:43 ET
29.91,29.91,29.91,4.37,2,129,11.09%,09:41 ET,"4,805.00",62.2,62.2,62.2,unch,2,58,10.36%,12/19/2023
27.33,27.06,27.33,11.18,7,424,11.07%,09:36 ET,"4,810.00",97.14,61.17,97.14,unch,10,11,10.26%,12/19/2023
25.6,25.6,25.6,5.98,27,113,11.04%,09:37 ET,"4,815.00",0,0,68.4,unch,0,8,10.14%,12/19/2023
25.1,19.7,25.1,11.07,7,683,11.01%,09:45 ET,"4,820.00",106.32,97.65,105.39,unch,3,8,9.97%,12/19/2023
24.12,22.76,24.12,4.07,2,560,11.02%,09:39 ET,"4,825.00",92.84,92.51,92.84,22.74,4,55,9.87%,09:39 ET
22.72,20.91,22.28,10.06,13,404,10.98%,09:46 ET,"4,830.00",104.9,72.2,104.9,unch,8,22,9.71%,12/19/2023
0,0,27.8,unch,0,10,10.96%,12/19/2023,"4,835.00",78.8,78.8,78.8,unch,2,2,9.53%,N/A
19.61,15.1,19.61,7.56,7,346,10.95%,09:46 ET,"4,840.00",123.2,122.82,122.82,unch,2,1,9.35%,N/A
27.7,13,13,unch,97,97,10.94%,12/19/2023,"4,845.00",0,0,0,unch,0,0,9.13%,N/A
16.95,13.1,16.95,7.93,35,"1,529",10.93%,09:38 ET,"4,850.00",119.93,83.89,119.93,unch,2,60,8.64%,12/19/2023
25,11.3,11.3,unch,11,12,10.90%,12/19/2023,"4,855.00",0,0,0,unch,0,0,9.64%,N/A
14.4,14.36,14.36,4.66,45,826,10.90%,09:35 ET,"4,860.00",0,0,0,unch,0,0,9.61%,N/A
20.16,9.7,9.7,unch,7,5,10.90%,N/A,"4,865.00",0,0,0,unch,0,0,9.27%,N/A
20,9,9,unch,58,332,10.88%,12/19/2023,"4,870.00",144.07,144.07,144.07,unch,2,2,0.00%,12/18/2023
18.05,6.6,6.6,unch,101,568,10.88%,12/19/2023,"4,875.00",0,0,0,unch,0,0,0.00%,N/A
11.05,11.05,11.05,4.95,2,"2,053",10.89%,09:41 ET,"4,880.00",0,0,0,unch,0,0,0.00%,N/A
15.55,5.4,5.4,unch,61,61,10.87%,N/A,"4,885.00",0,0,0,unch,0,0,0.00%,N/A
9.01,9,9.01,1.91,11,259,10.89%,09:33 ET,"4,890.00",0,0,0,unch,0,0,0.00%,N/A
8.31,6.7,8.31,3.88,25,"1,582",10.87%,09:40 ET,"4,900.00",165.4,165.4,165.4,165.4,1,9,0.00%,03:37 ET
6.6,6.6,6.6,1.7,5,251,10.87%,09:34 ET,"4,910.00",0,0,0,unch,0,0,0.00%,N/A
9.9,3.23,3.23,unch,370,397,10.90%,12/19/2023,"4,920.00",135.5,134.9,135.5,unch,4,4,0.00%,N/A
5.31,5.31,5.31,2.33,1,127,10.91%,09:33 ET,"4,925.00",0,0,0,unch,0,0,0.00%,N/A
4.85,4.85,4.85,1.35,1,137,10.91%,09:33 ET,"4,930.00",0,0,0,unch,0,0,0.00%,N/A
4.2,4.2,4.2,0.9,1,40,10.95%,09:33 ET,"4,940.00",0,0,0,unch,0,0,0.00%,N/A
3.81,2.5,3.81,1.49,13,514,10.96%,09:40 ET,"4,950.00",163.6,160,161.8,unch,4,4,0.00%,N/A
2.45,2.45,2.45,0.65,1,92,10.97%,05:35 ET,"4,960.00",0,0,0,unch,0,0,0.00%,N/A
4.5,4.1,4.1,unch,6,59,11.03%,12/18/2023,"4,970.00",0,0,0,unch,0,0,0.00%,N/A
2.4,2.4,2.4,0.48,1,518,11.04%,09:31 ET,"4,975.00",0,0,0,unch,0,0,0.00%,N/A
3.78,3.68,3.68,unch,8,19,11.07%,12/18/2023,"4,980.00",0,0,0,unch,0,0,0.00%,N/A
3.22,1.6,1.6,unch,134,130,11.14%,N/A,"4,990.00",0,0,0,unch,0,0,0.00%,N/A
1.75,1.3,1.75,0.54,13,"11,905",11.23%,09:41 ET,"5,000.00",275.9,247.53,251.38,251.38,4,"10,230",0.00%,09:37 ET
2.4,2.4,2.4,unch,32,33,11.30%,12/19/2023,"5,010.00",0,0,0,unch,0,0,0.00%,N/A
0,0,0,unch,0,0,11.39%,N/A,"5,020.00",0,0,0,unch,0,0,0.00%,N/A
1.2,1.2,1.2,0.3,2,23,11.31%,09:36 ET,"5,025.00",0,0,282.36,unch,0,1,0.00%,12/14/2023
1.05,1.05,1.05,-0.56,4,3,11.49%,09:34 ET,"5,030.00",0,0,0,unch,0,0,0.00%,N/A
1.63,1.55,1.55,unch,2,2,11.58%,N/A,"5,040.00",0,0,0,unch,0,0,0.00%,N/A
0.9,0.9,0.9,0.25,1,64,11.64%,09:30 ET,"5,050.00",0,0,0,unch,0,0,0.00%,N/A
1.1,0.6,0.6,unch,57,56,12.02%,N/A,"5,075.00",0,0,0,unch,0,0,0.00%,N/A
0,0,0.75,unch,0,314,12.39%,12/19/2023,"5,100.00",0,0,0,unch,0,0,0.00%,N/A
0,0,0.55,unch,0,87,13.35%,12/19/2023,"5,150.00",0,0,0,unch,0,0,0.00%,N/A
0.45,0.32,0.32,unch,10,"1,935",14.28%,12/19/2023,"5,200.00",0,0,0,unch,0,0,0.00%,N/A
0.2,0.2,0.2,unch,2,113,18.22%,12/19/2023,"5,400.00",0,0,0,unch,0,0,0.00%,N/A
0,0,0.15,unch,0,113,22.05%,12/18/2023,"5,600.00",0,0,0,unch,0,0,0.00%,N/A
0,0,0.1,unch,0,29,0.00%,12/18/2023,"5,800.00",0,0,0,unch,0,0,0.00%,N/A
Downloaded from Barchart.com as of 12-21-2023 09:04am CST,,,,,,,,,,,,,,,,
